ascend_angle,descend_angle_1,descend_angle_2,cruise_speed_m_per_s,trip_distance_m,cruise_altitude_m,payload,wind,direction,violations-
12,27,24,44,24000,300,0,0,0,4
21,27,24,66,15000,400,0,20,0,8
18,12,9,22,9000,1000,0,10,0,1
30,27,24,44,9000,300,0,30,90,6
15,6,3,88,24000,500,1000,10,90,1
3,27,24,22,24000,400,0,30,0,5
15,9,6,44,9000,500,1000,20,180,1
9,12,9,66,27000,900,1000,0,0,0
6,30,27,44,9000,200,0,20,0,6
12,9,6,110,18000,600,1000,10,90,3
18,12,9,110,9000,500,2000,10,180,3
18,6,3,66,30000,800,0,20,0,2
24,15,12,110,30000,200,1000,0,0,9
12,6,3,110,6000,300,2000,30,90,4
21,24,21,22,18000,800,1000,30,180,6
3,21,18,110,30000,200,1000,20,0,7
15,21,18,88,9000,400,2000,10,90,6
21,18,15,88,24000,800,0,20,90,4
18,18,15,88,15000,800,0,20,180,0
27,6,3,44,24000,400,0,10,0,2
21,18,15,88,9000,200,2000,10,180,7
18,15,12,22,9000,300,1000,30,180,4
24,12,9,22,15000,200,0,10,90,0
12,30,27,66,24000,200,0,20,0,8
9,24,21,44,15000,1000,1000,30,180,3
24,6,3,22,18000,1000,2000,10,90,1
9,27,24,44,24000,500,2000,0,180,2
12,6,3,88,27000,600,1000,20,0,2
30,9,6,110,12000,600,2000,30,90,4
12,21,18,22,27000,1000,2000,20,0,2
18,12,9,44,15000,800,0,0,90,0
3,6,3,88,21000,400,2000,0,0,0
9,12,9,88,18000,500,1000,0,180,3
6,9,6,66,24000,200,1000,10,180,1
9,24,21,66,30000,600,2000,30,0,7
15,24,21,66,18000,800,1000,10,180,0
21,21,18,110,9000,1000,2000,30,180,2
6,27,24,22,15000,300,2000,10,90,0
12,6,3,88,27000,300,2000,10,0,3
6,30,27,88,18000,700,1000,20,0,6
21,6,3,110,21000,700,1000,20,90,2
24,6,3,44,27000,200,0,10,0,2
18,21,18,88,18000,1000,0,20,90,5
21,12,9,66,30000,300,1000,30,0,7
3,15,12,44,30000,600,0,20,0,2
21,9,6,44,24000,500,0,30,0,3
15,15,12,110,27000,200,0,10,0,9
9,9,6,110,30000,600,2000,0,90,3
6,12,9,88,30000,800,2000,20,90,1
12,9,6,22,18000,700,2000,0,180,0
6,27,24,44,9000,500,2000,30,0,5
30,15,12,66,21000,500,2000,20,90,2
21,27,24,22,15000,400,2000,20,0,3
3,9,6,66,6000,400,0,30,90,1
24,30,27,22,30000,900,0,0,90,0
27,18,15,66,21000,600,2000,30,180,1
18,30,27,110,15000,1000,0,0,0,6
6,27,24,110,30000,200,0,30,180,5
18,12,9,22,30000,700,1000,10,90,0
6,21,18,44,6000,200,2000,0,0,3
9,21,18,66,6000,300,2000,10,0,7
15,9,6,110,18000,900,0,30,0,5
9,30,27,66,18000,800,0,30,90,4
27,6,3,44,24000,1000,0,20,0,1
6,12,9,88,27000,800,0,20,90,1
6,12,9,88,6000,900,0,30,90,2
18,18,15,66,27000,500,2000,30,180,1
6,18,15,22,24000,200,2000,20,0,4
27,21,18,88,24000,600,0,0,0,6
9,21,18,88,21000,300,2000,10,0,7
24,15,12,88,15000,300,2000,0,0,8
12,24,21,44,21000,800,2000,30,90,0
21,18,15,66,15000,300,2000,10,180,3
27,21,18,110,9000,900,1000,0,90,6
3,21,18,110,27000,600,2000,20,180,2
15,6,3,44,9000,900,0,20,90,1
6,9,6,66,9000,900,2000,0,90,1
30,30,27,22,27000,200,0,10,0,8
27,15,12,66,24000,900,0,30,180,1
12,12,9,22,9000,300,2000,10,0,0
21,6,3,88,6000,400,1000,30,180,3
6,27,24,110,12000,200,1000,20,0,7
12,12,9,88,27000,500,1000,20,0,5
15,9,6,66,24000,400,1000,0,90,1
15,27,24,66,12000,1000,2000,20,180,0
24,18,15,22,24000,1000,0,10,0,0
27,30,27,22,9000,700,2000,0,90,0
18,30,27,88,9000,300,2000,20,0,9
18,15,12,88,9000,700,1000,0,90,4
12,9,6,110,12000,900,2000,30,0,6
24,6,3,44,9000,300,1000,10,0,2
15,6,3,22,12000,300,1000,30,90,0
18,15,12,88,24000,1000,1000,10,180,0
3,9,6,22,9000,600,2000,10,180,2
27,6,3,110,21000,300,0,0,0,4
21,30,27,22,9000,600,2000,10,0,2
3,24,21,22,30000,800,0,20,180,3
21,12,9,22,15000,200,2000,20,0,3
18,9,6,88,24000,800,2000,0,180,1
21,6,3,88,12000,600,0,20,90,3
30,9,6,88,18000,200,0,30,180,4
27,18,15,66,9000,700,0,30,180,1
6,6,3,66,27000,900,0,20,0,1
12,24,21,22,27000,700,1000,30,0,4
21,9,6,88,6000,500,0,30,0,5
6,12,9,110,24000,1000,1000,30,180,0
3,12,9,88,30000,1000,0,10,90,1
15,21,18,88,27000,300,2000,0,90,8
27,15,12,88,30000,200,1000,20,90,9
21,27,24,22,15000,1000,0,10,180,1
18,6,3,22,12000,900,0,30,90,1
18,21,18,44,6000,800,1000,30,180,3
21,24,21,66,12000,200,2000,20,0,9
18,6,3,66,30000,300,1000,0,180,1
3,27,24,22,21000,300,1000,30,180,8
9,6,3,88,18000,1000,0,20,180,1
21,27,24,110,18000,700,0,30,180,3
18,27,24,88,27000,700,1000,30,180,2
15,21,18,110,9000,700,0,20,0,8
24,18,15,22,18000,300,2000,20,180,3
30,30,27,22,21000,600,0,10,180,1
18,21,18,110,18000,400,1000,30,90,8
21,15,12,44,21000,800,0,30,90,0
6,9,6,44,21000,600,1000,0,180,0
3,21,18,44,30000,1000,0,30,0,4
21,18,15,22,6000,800,1000,30,180,5
15,9,6,44,9000,700,0,30,180,3
9,12,9,22,21000,500,2000,0,90,0
6,15,12,88,27000,500,1000,0,90,4
18,24,21,110,12000,500,2000,20,90,7
30,18,15,110,30000,1000,1000,10,90,6
24,24,21,88,15000,400,0,30,180,3
3,24,21,44,27000,800,2000,30,180,3
24,24,21,66,24000,1000,1000,10,180,0
21,21,18,44,18000,700,1000,10,90,0
15,12,9,110,21000,600,2000,10,90,4
30,15,12,22,15000,900,1000,0,0,0
30,21,18,66,18000,600,0,30,90,6
21,24,21,110,24000,500,0,0,90,7
21,18,15,44,9000,700,0,0,180,0
27,21,18,44,24000,200,2000,10,90,5
15,18,15,22,18000,900,2000,10,90,0
15,9,6,66,24000,800,0,10,0,0
12,6,3,88,30000,400,1000,0,0,1
6,12,9,66,9000,400,2000,20,0,4
12,9,6,110,18000,700,2000,0,180,2
27,18,15,66,30000,1000,2000,0,90,1
15,30,27,110,27000,900,0,10,90,7
15,27,24,110,15000,900,1000,30,90,6
27,12,9,44,18000,200,1000,10,180,2
24,12,9,66,18000,700,2000,20,90,1
21,6,3,110,27000,500,1000,0,180,2
12,9,6,66,24000,700,0,30,0,3
15,12,9,22,18000,200,1000,0,180,0
24,30,27,22,9000,900,0,0,90,0
6,27,24,44,24000,500,1000,0,0,2
30,12,9,110,21000,800,2000,10,180,3
18,15,12,44,6000,500,2000,30,180,3
3,24,21,44,27000,200,1000,20,90,4
27,24,21,44,27000,700,2000,0,90,0
27,15,12,110,30000,600,0,30,90,6
9,24,21,88,15000,1000,1000,30,180,1
18,9,6,110,21000,500,0,30,0,5
6,30,27,110,24000,500,2000,10,90,7
3,21,18,88,12000,300,0,10,90,6
30,9,6,66,24000,300,1000,20,180,1
12,9,6,22,9000,600,2000,20,180,3
27,15,12,88,30000,400,1000,30,90,6
9,15,12,22,24000,400,0,10,180,1
30,6,3,44,9000,900,2000,30,180,4
24,30,27,66,21000,300,1000,30,180,2
30,9,6,110,21000,200,0,20,90,8
27,30,27,22,27000,300,2000,30,90,0
21,21,18,88,24000,400,2000,10,90,7
15,15,12,88,12000,300,0,20,180,3
27,24,21,22,27000,800,0,30,0,5
9,9,6,66,6000,200,1000,30,0,7
30,12,9,88,12000,1000,0,20,180,1
21,12,9,88,18000,700,1000,10,90,2
12,6,3,110,18000,900,2000,30,90,2
12,24,21,88,30000,700,2000,20,180,1
3,18,15,110,6000,600,0,20,90,5
15,27,24,88,30000,600,0,10,90,6
6,15,12,88,6000,1000,2000,10,180,1
12,18,15,88,21000,900,2000,10,180,0
12,27,24,44,18000,600,1000,0,180,0
21,27,24,44,21000,600,1000,30,90,0
9,15,12,88,15000,500,2000,0,180,5
12,30,27,44,24000,500,0,10,180,0
18,24,21,110,12000,1000,0,0,90,6
15,9,6,88,21000,800,2000,0,180,1
21,6,3,22,6000,1000,1000,30,90,1
27,27,24,66,21000,200,0,20,180,4
27,15,12,88,24000,600,1000,0,90,5
21,24,21,66,9000,900,1000,30,0,6
6,12,9,110,9000,300,2000,20,0,6
18,6,3,44,12000,300,2000,30,0,3
12,27,24,88,27000,700,1000,30,90,5
9,24,21,110,18000,300,1000,0,180,7
6,15,12,88,30000,600,1000,20,180,1
9,24,21,44,30000,500,1000,20,180,1
12,6,3,110,21000,700,0,0,180,1
12,21,18,88,24000,500,2000,10,90,5
24,18,15,88,30000,600,1000,30,0,7
12,6,3,88,18000,800,1000,10,180,0
3,24,21,88,24000,700,1000,0,180,4
6,9,6,66,12000,1000,1000,30,0,3
9,18,15,88,18000,400,1000,20,180,1
12,30,27,44,30000,700,2000,20,90,2
9,15,12,44,9000,1000,1000,30,90,1
18,12,9,66,6000,200,0,20,90,5
21,24,21,88,18000,900,2000,20,0,7
15,18,15,88,12000,300,2000,20,0,8
24,6,3,66,6000,200,1000,30,0,6
18,12,9,88,27000,600,0,30,0,7
6,21,18,22,12000,1000,2000,30,90,1
21,15,12,88,6000,600,1000,10,0,6
18,24,21,22,24000,400,0,30,180,6
12,15,12,88,21000,900,0,20,0,4
27,9,6,44,24000,300,0,10,180,0
6,6,3,44,24000,500,2000,0,180,0
21,12,9,88,12000,800,2000,0,180,2
3,24,21,88,27000,800,2000,20,0,5
15,27,24,44,12000,700,2000,30,0,4
15,27,24,44,30000,1000,1000,30,180,4
24,6,3,66,21000,700,1000,0,0,1
21,15,12,44,24000,300,1000,0,90,2
27,24,21,88,21000,500,2000,0,180,7
15,21,18,22,6000,800,2000,0,0,0
3,9,6,44,30000,500,2000,10,0,0
24,24,21,22,6000,800,1000,20,90,0
21,15,12,44,30000,1000,0,10,0,0
6,30,27,44,18000,1000,0,30,180,4
15,9,6,44,15000,1000,0,10,90,0
3,12,9,22,18000,900,1000,20,0,1
30,18,15,44,30000,200,0,30,0,9
12,12,9,66,15000,800,0,10,0,1
24,30,27,66,24000,600,2000,20,90,5
24,6,3,44,27000,700,0,20,90,0
18,12,9,22,6000,200,1000,30,180,4
15,9,6,110,6000,900,2000,10,0,4
12,6,3,110,18000,1000,2000,20,180,1
9,18,15,22,18000,400,1000,20,180,3
27,30,27,88,15000,500,1000,0,180,8
6,9,6,22,21000,300,2000,30,180,4
30,27,24,66,24000,300,2000,20,0,9
6,6,3,88,9000,200,1000,0,90,2
12,15,12,66,24000,800,1000,10,180,0
24,27,24,66,30000,700,1000,10,0,7
6,9,6,110,18000,200,2000,10,180,4
27,21,18,44,15000,1000,2000,10,90,0
12,27,24,44,27000,500,1000,10,180,0
9,30,27,110,15000,900,1000,10,90,7
9,15,12,22,6000,500,1000,30,90,0
30,9,6,44,12000,800,1000,0,180,0
18,12,9,66,6000,600,1000,0,0,1
6,27,24,110,15000,400,2000,10,90,7
27,9,6,22,30000,700,2000,30,0,2
9,6,3,66,18000,500,0,0,90,0
3,9,6,44,21000,600,1000,30,180,3
15,24,21,44,18000,400,2000,10,0,4
30,15,12,88,21000,200,1000,20,0,9
30,15,12,22,18000,500,1000,30,180,4
30,12,9,44,15000,200,1000,0,0,3
3,18,15,88,18000,800,2000,0,180,4
9,9,6,22,6000,1000,0,0,90,1
24,9,6,66,18000,900,0,10,90,1
24,18,15,44,24000,700,2000,20,90,0
6,24,21,66,24000,300,2000,20,90,6
30,6,3,22,9000,200,1000,30,0,3
3,18,15,110,21000,300,1000,10,180,6
15,6,3,88,24000,300,1000,30,180,2
12,27,24,110,24000,900,1000,0,90,6
24,24,21,110,24000,700,1000,20,90,6
27,21,18,88,15000,400,2000,0,0,7
9,6,3,22,21000,600,1000,20,0,0
21,30,27,66,30000,300,1000,0,180,8
18,6,3,88,18000,400,0,10,180,1
3,21,18,88,9000,500,1000,0,180,5
18,6,3,22,18000,800,2000,20,0,0
12,21,18,66,6000,1000,1000,20,0,5
27,30,27,66,6000,700,1000,10,0,7
30,9,6,22,18000,500,0,30,90,0
15,6,3,110,27000,400,0,20,90,2
3,21,18,22,27000,600,2000,30,90,0
12,6,3,88,21000,600,2000,0,0,1
27,27,24,88,9000,200,1000,10,0,9
12,24,21,88,18000,600,1000,20,90,5
24,9,6,88,18000,400,1000,30,180,2
18,9,6,88,6000,600,2000,20,0,6
6,21,18,88,15000,900,1000,30,0,5
15,30,27,66,15000,800,1000,10,0,5
18,30,27,110,9000,500,0,0,0,8
30,6,3,88,24000,400,1000,30,0,4
15,30,27,88,6000,200,1000,10,180,8
6,12,9,66,21000,300,1000,30,0,5
12,30,27,22,9000,800,1000,10,90,0
15,24,21,88,24000,500,2000,10,90,6
24,27,24,22,9000,1000,2000,0,0,0
12,6,3,88,12000,600,2000,20,90,2
21,6,3,110,12000,700,2000,0,180,3
3,18,15,110,18000,1000,1000,10,0,6
24,27,24,22,27000,1000,1000,20,0,3
9,12,9,22,21000,500,2000,30,0,2
6,9,6,110,9000,200,0,10,180,4
12,12,9,44,6000,1000,1000,20,180,2
9,12,9,44,21000,800,2000,10,0,0
12,15,12,110,9000,200,1000,0,180,8
18,18,15,110,27000,600,1000,10,90,6
6,21,18,66,18000,1000,2000,30,0,4
6,12,9,44,18000,800,1000,30,0,2
9,24,21,88,18000,900,2000,10,180,3
9,21,18,66,9000,300,1000,30,0,7
18,15,12,22,9000,600,2000,10,180,1
12,18,15,44,9000,200,0,30,0,8
3,21,18,22,21000,700,2000,20,180,3
15,12,9,22,12000,900,2000,30,90,0
15,24,21,22,18000,600,1000,30,90,0
27,18,15,88,9000,400,1000,0,180,6
21,15,12,44,15000,400,2000,0,90,0
9,24,21,22,24000,200,0,10,180,1
30,12,9,66,27000,600,0,20,180,0
15,6,3,66,27000,500,1000,20,180,0
15,24,21,88,6000,300,2000,30,0,8
3,30,27,22,27000,400,1000,30,180,7
24,27,24,44,9000,200,0,30,0,9
3,30,27,22,21000,900,1000,0,0,0
24,15,12,44,12000,900,1000,20,0,2
21,9,6,44,12000,400,1000,10,90,0
21,21,18,110,9000,700,1000,0,90,6
12,30,27,22,30000,700,2000,30,90,0
21,12,9,88,18000,800,1000,0,180,2
6,6,3,44,15000,800,1000,20,90,1
27,24,21,22,21000,800,1000,20,90,0
27,24,21,44,30000,600,1000,0,180,0
21,24,21,22,15000,1000,0,10,90,0
15,9,6,66,9000,200,0,0,0,3
6,27,24,88,6000,300,2000,10,90,7
24,24,21,88,15000,300,1000,20,180,5
9,12,9,66,24000,700,2000,0,90,0
3,21,18,66,21000,800,2000,30,90,2
3,21,18,22,27000,1000,1000,30,90,0
24,15,12,22,12000,300,2000,30,180,4
21,24,21,44,18000,300,2000,20,0,7
15,21,18,66,18000,800,0,10,0,3
18,15,12,66,24000,400,2000,30,90,2
24,21,18,66,30000,800,0,10,90,3
12,30,27,88,6000,600,2000,0,180,6
21,18,15,110,15000,300,2000,0,90,9
24,9,6,110,6000,900,2000,30,0,6
21,12,9,66,24000,700,0,30,0,4
30,27,24,88,18000,400,2000,10,90,9
12,21,18,66,24000,500,0,30,180,1
9,9,6,44,9000,1000,1000,0,90,1
18,24,21,110,9000,1000,1000,0,0,6
6,21,18,88,6000,200,0,0,0,7
3,6,3,66,6000,700,2000,10,90,1
18,6,3,110,30000,200,2000,0,180,5
9,30,27,110,15000,900,2000,20,90,7
21,18,15,88,6000,1000,2000,30,0,8
6,12,9,22,15000,300,2000,10,0,0
18,21,18,22,27000,800,0,0,0,0
18,24,21,88,30000,900,2000,0,0,5
27,18,15,66,24000,800,2000,20,0,6
24,21,18,66,12000,800,2000,20,90,3
21,18,15,22,18000,200,2000,30,0,8
15,24,21,22,27000,900,1000,10,0,1
21,6,3,22,24000,200,0,10,180,1
3,24,21,110,27000,900,0,0,90,4
9,24,21,110,24000,700,2000,0,180,5
6,9,6,88,6000,700,2000,10,180,1
6,27,24,22,30000,200,0,30,180,9
12,12,9,44,27000,1000,1000,20,90,0
12,21,18,66,27000,300,0,10,90,6
3,27,24,22,6000,1000,2000,20,0,4
24,24,21,22,15000,800,2000,10,0,1
21,24,21,22,21000,200,1000,30,180,9
18,27,24,110,21000,1000,0,30,90,6
9,12,9,110,15000,800,1000,0,90,4
9,18,15,22,9000,1000,2000,0,0,1
21,12,9,66,30000,200,1000,10,0,7
18,9,6,110,27000,500,2000,0,180,4
9,30,27,44,30000,1000,2000,20,90,1
24,18,15,44,12000,400,0,30,0,6
24,24,21,66,6000,200,2000,10,180,6
27,24,21,22,30000,1000,2000,0,180,0
18,24,21,22,15000,400,2000,30,90,0
21,21,18,22,6000,900,2000,0,0,0
12,24,21,22,21000,1000,1000,10,90,0
6,30,27,66,6000,400,1000,20,0,6
27,30,27,22,12000,800,0,0,180,0
6,30,27,88,27000,900,0,20,90,4
9,24,21,88,12000,900,2000,0,90,4
21,12,9,66,9000,500,2000,0,0,1
18,30,27,88,6000,900,1000,0,90,5
12,21,18,44,24000,500,2000,0,90,0
12,12,9,44,18000,400,1000,30,180,3
18,27,24,66,24000,800,2000,10,180,0
15,24,21,44,9000,400,2000,0,180,2
15,27,24,66,27000,400,0,10,0,6
21,21,18,44,24000,600,1000,20,90,0
24,24,21,88,30000,800,1000,20,90,6
21,15,12,22,30000,1000,0,10,0,0
18,18,15,44,15000,400,0,20,0,5
12,18,15,110,27000,600,1000,20,90,5
21,15,12,44,21000,500,0,0,0,0
3,21,18,44,21000,300,2000,20,0,5
6,30,27,88,21000,700,2000,0,180,5
21,15,12,110,12000,400,2000,10,180,5
24,9,6,110,12000,600,1000,10,0,4
15,6,3,44,18000,900,2000,0,180,1
9,12,9,44,9000,1000,2000,20,180,2
30,30,27,110,9000,500,2000,20,180,7
3,30,27,44,15000,900,1000,10,0,4
18,27,24,110,27000,800,1000,30,180,3
27,12,9,66,24000,900,0,10,180,0
21,9,6,44,9000,1000,1000,30,0,2
27,27,24,44,9000,200,0,30,0,9
6,24,21,22,15000,200,1000,0,180,2
24,18,15,44,24000,300,2000,20,180,1
27,9,6,88,18000,500,0,20,180,1
18,12,9,22,18000,700,0,20,180,3
12,15,12,110,6000,800,1000,10,90,5
6,9,6,110,15000,500,1000,20,0,4
12,12,9,110,21000,1000,2000,0,180,3
9,30,27,44,12000,700,2000,0,180,2
15,30,27,66,9000,300,0,0,0,7
3,21,18,66,24000,1000,2000,10,180,0
6,24,21,110,24000,300,2000,10,90,7
30,15,12,44,21000,300,0,30,180,3
24,24,21,22,27000,200,2000,10,90,2
9,15,12,110,9000,900,2000,10,180,3
21,15,12,110,12000,400,1000,10,90,7
30,6,3,66,30000,200,1000,30,0,5
15,30,27,22,6000,300,2000,0,0,0
30,6,3,88,30000,500,1000,0,90,2
27,21,18,66,24000,300,2000,10,0,9
3,27,24,22,18000,900,0,10,180,2
27,9,6,110,30000,400,1000,0,180,5
24,12,9,22,15000,800,0,30,0,2
30,30,27,66,21000,200,2000,20,0,9
6,15,12,44,30000,1000,2000,30,180,3
30,18,15,22,24000,600,0,20,180,3
15,9,6,66,24000,200,2000,30,180,2
24,30,27,22,6000,800,0,10,180,1
9,9,6,110,12000,900,0,10,0,4
21,6,3,110,24000,400,2000,10,0,4
6,18,15,66,15000,1000,0,10,0,2
15,12,9,44,27000,300,1000,10,180,0
27,21,18,110,18000,400,2000,30,180,4
3,12,9,110,18000,800,1000,20,0,4
15,12,9,110,18000,200,1000,30,180,4
6,15,12,66,27000,500,0,0,90,0
3,30,27,22,21000,600,2000,10,90,0
15,30,27,88,24000,200,0,20,90,8
6,30,27,44,18000,700,0,10,0,3
15,21,18,44,27000,900,1000,30,90,0
9,6,3,88,15000,200,0,0,180,2
30,18,15,22,9000,700,0,20,180,3
6,30,27,88,9000,500,1000,20,180,2
15,6,3,110,12000,900,0,0,90,2
3,30,27,44,21000,900,0,0,180,1
12,27,24,44,18000,500,0,0,90,2
15,15,12,66,27000,300,2000,30,180,1
15,27,24,22,12000,400,1000,10,180,1
15,24,21,44,12000,300,0,10,180,1
24,6,3,88,9000,600,1000,20,0,4
9,6,3,66,21000,700,1000,10,180,0
12,9,6,88,12000,900,0,10,90,2
21,6,3,44,12000,400,1000,20,0,2
15,24,21,88,18000,1000,0,0,180,5
24,21,18,88,30000,900,2000,10,180,2
27,9,6,66,15000,900,2000,30,0,4
18,21,18,22,15000,1000,0,10,180,1
3,12,9,22,24000,900,1000,0,0,0
3,27,24,44,6000,600,0,30,90,1
24,30,27,110,30000,900,2000,0,180,8
15,18,15,22,30000,1000,2000,0,0,0
21,30,27,44,15000,500,2000,30,90,3
24,30,27,88,15000,300,0,0,90,9
30,18,15,66,18000,900,2000,30,90,1
15,21,18,22,15000,500,2000,0,0,0
3,21,18,110,12000,600,2000,0,90,5
6,18,15,22,27000,400,1000,20,0,3
30,9,6,22,21000,300,0,20,0,2
30,24,21,88,27000,800,2000,30,180,2
9,27,24,22,9000,400,2000,30,90,0
15,30,27,110,27000,900,2000,30,90,7
15,21,18,22,15000,500,0,0,0,0
27,18,15,66,21000,900,1000,20,180,0
30,27,24,22,12000,600,2000,20,90,0
18,12,9,88,9000,500,0,10,180,2
12,6,3,110,21000,500,1000,0,90,1
21,24,21,88,24000,500,2000,10,180,4
9,9,6,66,6000,900,0,30,180,2
12,12,9,88,12000,800,2000,10,180,0
6,21,18,66,12000,800,0,20,180,0
18,15,12,44,6000,600,1000,30,90,0
18,27,24,110,15000,500,0,0,0,7
15,27,24,88,24000,200,1000,30,90,8
27,21,18,110,21000,200,0,30,90,9
3,30,27,22,9000,700,2000,30,180,6
18,21,18,44,18000,300,1000,20,90,3
30,21,18,22,6000,700,0,30,180,6
30,21,18,110,12000,600,1000,20,0,9
12,6,3,110,9000,700,2000,30,0,4
6,21,18,44,15000,200,0,0,180,3
18,9,6,88,30000,500,2000,10,90,1
9,27,24,88,21000,900,0,0,0,4
12,21,18,44,18000,900,1000,0,0,0
6,6,3,110,30000,200,0,10,90,3
18,27,24,22,6000,400,1000,0,180,0
24,9,6,22,12000,600,1000,10,0,0
24,6,3,22,21000,200,1000,20,180,3
12,12,9,88,27000,900,2000,0,90,1
18,21,18,88,21000,900,2000,0,0,5
30,30,27,110,21000,1000,0,0,0,7
3,27,24,66,21000,300,0,30,90,6
3,18,15,110,27000,1000,1000,30,90,4
12,24,21,22,15000,600,1000,0,180,0
30,15,12,88,12000,700,2000,30,90,5
12,21,18,88,12000,300,0,10,0,8
6,21,18,44,12000,500,1000,0,90,0
27,9,6,44,30000,500,0,0,90,0
18,12,9,110,21000,800,0,10,180,2
18,6,3,66,9000,300,2000,0,180,1
9,9,6,110,12000,300,0,0,0,4
12,9,6,88,18000,900,1000,10,180,0
15,9,6,88,24000,600,1000,0,90,1
3,9,6,44,12000,1000,1000,10,180,1
12,24,21,110,27000,200,2000,30,0,9
12,30,27,44,21000,800,0,20,180,1
21,30,27,22,27000,700,2000,20,180,3
3,15,12,44,12000,600,1000,10,0,1
15,18,15,22,27000,800,2000,10,0,0
15,9,6,110,21000,200,0,0,0,8
9,27,24,22,6000,900,1000,10,180,2
12,27,24,88,24000,800,2000,10,180,4
3,27,24,22,9000,800,2000,0,0,1
18,9,6,44,15000,300,1000,10,180,0
18,9,6,44,30000,400,1000,30,90,0
24,15,12,22,24000,900,1000,30,180,4
3,30,27,110,30000,900,0,10,90,6
6,21,18,44,15000,1000,1000,20,180,1
6,18,15,66,27000,600,1000,20,90,0
18,18,15,66,6000,200,1000,10,90,6
6,18,15,66,12000,900,2000,0,90,0
30,15,12,44,12000,800,0,0,90,0
18,15,12,66,30000,700,0,0,90,1
30,24,21,110,6000,300,0,30,90,10
30,21,18,88,6000,500,2000,10,180,5
15,6,3,66,24000,500,2000,30,0,3
24,24,21,22,24000,400,2000,0,0,0
15,12,9,88,30000,900,2000,20,0,3
12,30,27,110,24000,400,2000,10,180,7
27,6,3,110,30000,900,0,10,0,3
24,21,18,22,9000,700,1000,30,90,0
6,24,21,88,30000,400,1000,10,180,4
6,12,9,88,6000,700,1000,0,90,2
24,6,3,88,27000,1000,0,10,0,2
3,21,18,66,18000,200,1000,10,180,4
6,24,21,22,18000,600,1000,0,90,0
21,30,27,110,15000,200,0,30,0,9
6,24,21,66,6000,200,2000,30,180,3
6,15,12,22,21000,200,2000,0,90,0
15,21,18,22,9000,800,1000,30,180,6
3,6,3,66,30000,600,1000,20,180,0
3,27,24,22,27000,300,1000,30,0,5
24,6,3,66,24000,700,2000,30,180,1
3,18,15,110,15000,300,1000,30,180,3
12,12,9,110,24000,1000,2000,20,90,3
27,30,27,44,9000,800,0,30,180,4
24,9,6,66,18000,700,1000,30,90,1
9,15,12,44,27000,500,0,0,180,0
27,18,15,44,30000,600,0,0,90,0
12,18,15,88,9000,600,0,30,0,6
27,30,27,66,24000,1000,2000,20,0,7
15,30,27,88,30000,900,1000,0,180,5
9,6,3,66,27000,900,2000,20,180,0
18,9,6,44,6000,400,0,0,180,0
12,27,24,22,9000,200,0,0,180,3
15,15,12,44,12000,600,1000,20,90,0
24,9,6,88,27000,800,2000,10,180,1
30,6,3,22,27000,200,2000,30,180,4
6,27,24,66,27000,1000,0,30,180,1
3,30,27,110,24000,500,0,10,180,6
9,12,9,22,30000,300,1000,10,90,0
21,6,3,88,6000,300,0,30,90,4
15,15,12,110,27000,200,0,20,180,6
9,24,21,22,9000,700,1000,20,180,3
9,18,15,110,15000,400,1000,0,90,6
3,6,3,66,21000,500,1000,20,90,0
27,9,6,88,30000,800,1000,20,0,4
3,27,24,44,6000,500,0,30,90,3
9,6,3,110,24000,600,1000,20,180,1
30,24,21,88,15000,600,2000,10,0,8
9,30,27,44,9000,500,2000,30,90,3
9,27,24,44,15000,500,2000,30,90,2
18,18,15,66,9000,200,0,0,90,6
21,27,24,110,6000,700,0,30,90,7
21,9,6,22,9000,300,1000,10,0,0
12,30,27,44,30000,700,1000,0,90,2
9,6,3,66,18000,900,1000,10,0,1
27,15,12,88,6000,300,1000,30,0,9
24,6,3,66,30000,500,0,0,180,2
9,12,9,44,21000,1000,1000,20,90,0
27,12,9,66,15000,600,1000,20,90,2
6,21,18,88,6000,500,0,0,180,6
15,9,6,66,15000,400,1000,20,90,1
9,24,21,88,9000,200,2000,10,0,7
24,15,12,66,12000,600,0,20,0,5
24,21,18,22,12000,200,0,10,180,1
27,27,24,22,6000,300,1000,0,90,0
24,27,24,110,18000,700,0,0,180,7
6,12,9,66,18000,500,2000,10,90,0
18,21,18,44,27000,300,1000,30,90,3
12,27,24,88,6000,800,0,20,90,5
3,30,27,44,15000,200,0,0,90,5
9,27,24,110,18000,400,2000,10,180,7
3,9,6,110,27000,800,1000,30,180,0
9,27,24,66,30000,200,0,0,0,7
27,24,21,44,9000,600,1000,30,180,3
30,27,24,44,12000,300,0,10,0,8
15,6,3,88,27000,1000,1000,10,90,1
12,21,18,22,18000,800,1000,20,90,0
12,9,6,88,30000,600,1000,10,0,2
18,6,3,66,15000,900,1000,20,0,3
12,27,24,44,30000,300,0,20,0,7
24,30,27,44,30000,600,2000,20,90,2
3,12,9,88,6000,900,0,20,180,1
21,9,6,66,9000,900,1000,30,90,1
27,15,12,22,30000,900,1000,30,180,4
15,12,9,44,18000,900,1000,0,90,0
6,15,12,66,15000,400,2000,20,180,0
24,27,24,88,15000,400,0,20,90,8
21,18,15,88,21000,1000,2000,20,180,0
9,30,27,22,24000,900,0,30,90,0
27,12,9,110,21000,300,1000,10,180,6
